search_brand,search_product,shop,product_name,weight,mrp,special_price
TRESemme,Shampoo,DMart,TRESemme Smooth & Shine Shampoo : 580 ml,580 ml,445.00,399.00
TRESemme,Shampoo,DMart,TRESemme Keratin Smooth Shampoo : 580 ml,580 ml,465.00,399.00
TRESemme,Shampoo,DMart,Vcare Hair Color Black Shampoo : 25 ml,25 ml,99.00,85.00
TRESemme,Shampoo,DMart,Park Avenue Beer Shampoo : 350 ml,350 ml,260.00,189.00
Tropicana,Juice,DMart,Minute Maid Apple Juice : 1 Litre,1 L,105.00,55.00
Tropicana,Juice,DMart,Minute Maid Guava Juice : 1 Litre,1 L,105.00,53.00
Tropicana,Juice,DMart,Real Pomegranate Juice : 1 Litre,1 L,110.00,95.00
Tropicana,Juice,DMart,Real Fruit Power Guava Juice : 1 Litre,1 L,100.00,70.00
Tropicana,Juice,DMart,Real Fruit Power Mixed Fruit Juice : 1 Litre,1 L,105.00,80.00
Vim,Bathroom Cleaner,DMart,Harpic Bathroom Cleaner - Lemon : 500 ml,500 ml,94.00,88.00
Vim,Bathroom Cleaner,DMart,Harpic Bathroom Cleaner Lemon : 1 Litre,1 L,172.00,160.00
Vim,Bathroom Cleaner,DMart,Vim Dishwash Gel - Lemon : 900 ml,900 ml,199.00,185.00
Vim,Bathroom Cleaner,DMart,Vim Dishwash Bar : 125 gms,125 gm,10.00,9.00
Vim,Bathroom Cleaner,DMart,Vim Dishwash Bar : 300 gms,300 gm,20.00,18.00
Vim,Floor Cleaner,DMart,Germinil Herbal Perfumed Floor Cleaner : 1 Litre,1 L,75.00,40.00
Vim,Floor Cleaner,DMart,Germinil Jasmin Perfumed Floor Cleaner : 1 Litre,1 L,75.00,40.00
Vim,Floor Cleaner,DMart,Sparkle Disinfectant Floor Cleaner - Citrus : 1 Litre,1 L,100.00,85.00
Vim,Floor Cleaner,DMart,Sparkle Disinfectant Floor Cleaner - Citrus : 2 Litres,2 L,200.00,150.00
Vim,Floor Cleaner,DMart,Sparkle Disinfectant Floor Cleaner - Floral : 1 Litre,1 L,100.00,85.00
Whisper,Sanitary Pads,DMart,Whisper Choice Ultra XL Wings Pads : 6 U,6 U,44.00,41.00
Whisper,Sanitary Pads,DMart,Whisper Choice Wings,20 U,85.00,80.00
Whisper,Sanitary Pads,DMart,Whisper Choice Ultra XL Wings Pads : 20 U,20 U,135.00,120.00
Whisper,Sanitary Pads,DMart,Whisper Ultra Clean XL+ Wings Pads : 44 U,44 U,436.00,336.00
Whisper,Sanitary Pads,DMart,Sofy Body fit Antibacterial XL Pads : 54 U,54 U,399.00,299.00
Wild Stone,Deodrant,DMart,Kamasutra Spark Men Deodorant : 260 ml,260 ml,299.00,160.00
Wild Stone,Deodrant,DMart,Engage Blush Women Deodorant : 150 ml,150 ml,195.00,160.00
Wild Stone,Deodrant,DMart,Axe Dark Temptation Deodorant Body Spray : 150 ml,150 ml,200.00,120.00
Wild Stone,Deodrant,DMart,Cinthol Lime Refreshing Deo Soap : 4x150 gms,600 gm,140.00,129.00
Wild Stone,Deodrant,DMart,Nivea Aqua Cool Roll On : 50 ml,50 ml,185.00,140.00
Yardley,Face Powder,DMart,Whitetone Pearl Face Powder : 75 gms,75 gm,125.00,100.00
Yardley,Face Powder,DMart,White Tone Soft Shade Face Powder : 50 gms,50 gm,75.00,60.00
Yardley,Face Powder,DMart,Himalaya Purifying Neem Face Wash : 200 ml,200 ml,190.00,152.00
Yardley,Face Powder,DMart,Himalaya Purifying Neem Face Wash : 150 ml,150 ml,156.00,145.00
Yardley,Face Powder,DMart,Clean & Clear Foaming Facewash : 150 ml,150 ml,165.00,153.00
